product_id,product_name,main_category,sub_category,actual_price,discounted_price,discount_percentage,rating,rating_count
B002PD61Y4,d-link dwa-131 300 mbps wireless nano usb adapter (black),computers&accessories,networkingdevices,13.81,5.8,58.0,4.1,8131.0
B002SZEOLG,"tp-link nano usb wifi dongle 150mbps high gain wireless network wi-fi adapter for pc desktop and laptops, supports windows 10/8.1/8/7/xp, linux, mac os x (tl-wn722n)",computers&accessories,networkingdevices,15.31,8.57,44.0,4.2,179692.0
B003B00484,duracell plus aaa rechargeable batteries (750 mah) pack of 4,electronics,generalpurposebatteries&batterychargers,5.7,4.56,20.0,4.3,27201.0
B003L62T7W,"logitech b100 wired usb mouse, 3 yr warranty, 800 dpi optical tracking, ambidextrous pc/mac/laptop - black",computers&accessories,accessories&peripherals,4.29,3.17,26.0,4.3,31534.0
B004IO5BMQ,"logitech m235 wireless mouse, 1000 dpi optical tracking, 12 month life battery, compatible with windows, mac, chromebook/pc/laptop",computers&accessories,accessories&peripherals,11.38,7.96,30.0,4.5,54405.0
B005FYNT3G,sandisk cruzer blade 32gb usb flash drive,computers&accessories,externaldevices&datastorage,7.43,3.27,56.0,4.3,253105.0
B005LJQMCK,"bluerigger digital optical audio toslink cable (3.3 feet / 1 meter) with 8 channel (7.1) audio support (for home theatre, xbox, playstation etc.)",electronics,"hometheater,tv&video",6.85,4.73,31.0,4.2,30023.0
B005LJQMZC,"bluerigger digital optical audio toslink cable (6 feet / 1.8 meter) with 8 channel (7.1) audio support (for home theatre, xbox, playstation etc.)",electronics,"hometheater,tv&video",22.85,5.48,76.0,4.2,30023.0
B006LW0WDQ,amazon basics 16-gauge speaker wire - 50 feet,electronics,"hometheater,tv&video",9.09,4.54,50.0,4.4,12091.0
B0073QGKAS,bajaj atx 4 750-watt pop-up toaster (white),home&kitchen,kitchen&homeappliances,17.14,17.14,0.0,4.3,9331.0
B0083T231O,belkin essential series 4-socket surge protector universal socket with 5ft heavy duty cable (grey),electronics,poweraccessories,17.14,14.74,14.0,4.5,20668.0
B0085IATT6,"d-link dir-615 wi-fi ethernet-n300 single_band 300mbps router, mobile app support, router | ap | repeater | client modes(black)",computers&accessories,networkingdevices,20.58,10.29,50.0,4.1,22375.0
B0085W2MUQ,orpat hhb-100e 250-watt hand blender (white),home&kitchen,kitchen&homeappliances,11.09,8.76,21.0,4.2,6055.0
B0088TKTY2,"tp-link wifi dongle 300 mbps mini wireless network usb wi-fi adapter for pc desktop laptop(supports windows 11/10/8.1/8/7/xp, mac os 10.9-10.15 and linux, wps, soft ap mode, usb 2.0) (tl-wn823n),black",computers&accessories,networkingdevices,15.99,7.36,54.0,4.2,179691.0
B008FWZGSG,"samsung original type c to c cable - 3.28 feet (1 meter), white",computers&accessories,accessories&peripherals,6.85,6.85,0.0,4.3,355.0
B008IFXQFU,"tp-link usb wifi adapter for pc(tl-wn725n), n150 wireless network adapter for desktop - nano size wifi dongle compatible with windows 11/10/7/8/8.1/xp/ mac os 10.9-10.15 linux kernel 2.6.18-4.4.3",computers&accessories,networkingdevices,11.42,5.71,50.0,4.2,179691.0
B008LN8KDM,philips gc1920/28 1440-watt non-stick soleplate steam iron,home&kitchen,kitchen&homeappliances,23.95,21.08,12.0,4.3,7681.0
B008P7IF02,morphy richards new europa 800-watt espresso and cappuccino 4-cup coffee maker (black),home&kitchen,kitchen&homeappliances,66.25,54.99,17.0,3.9,3815.0
B008QS9J6Y,"logitech c270 digital hd webcam with widescreen hd video calling, hd light correction, noise-reducing mic, for skype, facetime, hangouts, webex, pc/mac/laptop/macbook/tablet - (black, hd 720p/30fps)",computers&accessories,accessories&peripherals,29.67,22.84,23.0,4.3,20398.0
B008QTK47Q,philips gc1905 1440-watt steam iron with spray (blue),home&kitchen,kitchen&homeappliances,19.95,18.35,8.0,4.3,37974.0
B008YW3CYM,usha ei 1602 1000 w lightweight dry iron with non-stick soleplate (multi-colour),home&kitchen,kitchen&homeappliances,13.6,7.07,48.0,4.1,37126.0
B008YW8M0G,"bajaj dx-7 1000w dry iron with advance soleplate and anti-bacterial german coating technology, white",home&kitchen,kitchen&homeappliances,10.0,8.9,11.0,4.2,46647.0
B00935MD1C,"prestige prwo 1.8-2 700-watts delight electric rice cooker with 2 aluminium cooking pans - 1.8 liters, white",home&kitchen,kitchen&homeappliances,45.1,31.12,31.0,3.7,13406.0
B00935MGHS,"prestige psmfb 800 watt sandwich toaster with fixed plates, black",home&kitchen,kitchen&homeappliances,20.52,13.75,33.0,4.2,5967.0
B009DA69W6,kent gold optima gravity water purifier (11016) | uf technology based | non-electric & chemical free | counter top | 10l storage | white,home&kitchen,kitchen&homeappliances,21.72,19.33,11.0,3.6,11456.0
B009LJ2BXA,"hp wired on ear headphones with mic with 3.5 mm drivers, in-built noise cancelling, foldable and adjustable for laptop/pc/office/home/ 1 year warranty (b4b09pa)",computers&accessories,accessories&peripherals,11.42,7.42,35.0,3.5,7222.0
B009P2L7CO,"bajaj dhx-9 1000w heavy weight dry iron with advance soleplate and anti-bacterial german coating technology, ivory",home&kitchen,kitchen&homeappliances,21.95,12.51,43.0,4.2,9772.0
B009P2LIL4,"bajaj majesty rx10 2000 watts heat convector room heater (white, isi approved)",home&kitchen,"heating,cooling&airquality",35.21,25.35,28.0,3.6,468.0
B009P2LITG,"bajaj majesty rx11 2000 watts heat convector room heater (white, isi approved)",home&kitchen,"heating,cooling&airquality",37.49,24.74,34.0,4.1,1716.0
B009P2LK08,"bajaj minor 1000 watts radiant room heater (steel, isi approved)",home&kitchen,"heating,cooling&airquality",12.91,8.52,34.0,4.0,2446.0
B009P2LK80,"bajaj deluxe 2000 watts halogen room heater (steel, isi approved), multicolor",home&kitchen,"heating,cooling&airquality",18.74,16.11,14.0,3.7,787.0
B009UORDX4,"philips hi113 1000-watt plastic body ptfe coating dry iron, pack of 1",home&kitchen,kitchen&homeappliances,11.15,10.81,3.0,4.3,7223.0
B009VCGPSY,"hp x1000 wired usb mouse with 3 handy buttons, fast-moving scroll wheel and optical sensor works on most surfaces (h2c21aa, black/grey)",computers&accessories,accessories&peripherals,7.42,3.04,59.0,4.3,54315.0
B00A0VCJPI,"tp-link tl-wa850re single_band 300mbps rj45 wireless range extender, broadband/wi-fi extender, wi-fi booster/hotspot with 1 ethernet port, plug and play, built-in access point mode, white",computers&accessories,networkingdevices,28.57,16.86,41.0,4.2,156638.0
B00A328ENA,"panasonic sr-wa22h (e) automatic rice cooker, apple green, 2.2 liters",home&kitchen,kitchen&homeappliances,45.1,33.83,25.0,4.2,3740.0
B00A7PLVU6,orpat hhb-100e wob 250-watt hand blender (white),home&kitchen,kitchen&homeappliances,10.28,8.63,16.0,4.2,18462.0
B00ABMASXG,"bajaj immersion rod water heater 1500 watts, silver",home&kitchen,"heating,cooling&airquality",8.23,6.17,25.0,4.1,36017.0
B00AXHBBXU,"casio fx-82ms 2nd gen non-programmable scientific calculator, 240 functions and 2-line display, black",officeproducts,officeelectronics,6.29,5.97,5.0,4.4,12179.0
B00B3VFJY2,"hul pureit germkill kit for advanced 23 l water purifier - 3000 l capacity, sand, multicolour",home&kitchen,kitchen&homeappliances,11.2,11.2,0.0,4.2,4740.0
B00B7GKXMG,wipro smartlife super deluxe dry iron- 1000w,home&kitchen,kitchen&homeappliances,9.72,7.97,18.0,4.1,1106.0
B00BN5SNF0,"envie® (aa10004plni-cd) aa rechargeable batteries, low self discharge, aa 1000mah ni-cd (pack of 4)",electronics,generalpurposebatteries&batterychargers,2.86,2.86,0.0,3.9,13971.0
B00C3GBCIS,gizga club-laptop neoprene reversible for 15.6-inches laptop sleeve - black-red,computers&accessories,accessories&peripherals,5.7,2.85,50.0,4.2,22860.0
B00CEQEGPI,"logitech mk270r usb wireless keyboard and mouse set for windows, 2.4 ghz wireless, spill-resistant design, 8 multimedia & shortcut keys, 2-year battery life, pc/laptop- black",computers&accessories,accessories&peripherals,26.24,15.48,41.0,4.2,17413.0
B00DJ5N9VK,faber-castell connector pen set - pack of 25 (assorted),toys&games,arts&crafts,1.71,1.71,0.0,4.3,15867.0
B00E3DVQFS,"duracell rechargeable aa 2500mah batteries, 4 pcs",electronics,generalpurposebatteries&batterychargers,12.68,10.02,21.0,4.4,31599.0
B00E9G8KOY,hul pureit germkill kit for classic 23 l water purifier - 1500 l capacity,home&kitchen,kitchen&homeappliances,6.86,6.86,0.0,4.1,10907.0
B00EDJJ7FS,philips viva collection hd4928/01 2100-watt induction cooktop with feather touch sensor and crystal glass plate (black),home&kitchen,kitchen&homeappliances,60.53,36.93,39.0,4.2,39724.0
B00EYW1U68,tp-link tl-wa855re 300 mbps wi-fi range extender (white),computers&accessories,networkingdevices,41.14,18.1,56.0,4.2,16182.0
B00F159RIK,"bajaj dx-2 600w dry iron with advance soleplate and anti-bacterial german coating technology, black",home&kitchen,kitchen&homeappliances,7.15,5.72,20.0,4.2,5355.0
B00GE55L22,"storite usb 3.0 cable a to micro b high speed upto 5 gbps data transfer cable for portable external hard drive - (20cm), black",computers&accessories,accessories&peripherals,7.99,3.44,57.0,4.1,2957.0
B00GG59HU2,"bluerigger high speed hdmi cable with ethernet - supports 3d, 4k 60hz and audio return - latest version (3 feet / 0.9 meter)",electronics,"hometheater,tv&video",6.85,5.34,22.0,4.4,44054.0
B00GGGOYEK,storite usb 2.0 a to mini 5 pin b cable for external hdds/camera/card readers 35cm,computers&accessories,accessories&peripherals,7.99,2.96,63.0,3.8,2399.0
B00GGGOYEU,storite usb 2.0 a to mini 5 pin b cable for external hdds/camera/card readers (150cm - 1.5m),computers&accessories,accessories&peripherals,7.99,3.44,57.0,3.9,1454.0
B00GHL8VP2,"usha 1212 ptc with adjustable thermostat fan heater (black/brown, 1500-watts).",home&kitchen,"heating,cooling&airquality",57.05,39.93,30.0,4.1,1127.0
B00GZLB57U,"quantum rj45 ethernet patch cable/lan router cable with heavy duty gold plated connectors supports hi-speed gigabit upto 1000mbps, waterproof and durable,1-year warranty-32.8 feet (10 meters)(white)",computers&accessories,accessories&peripherals,7.99,2.72,66.0,4.4,8372.0
B00H0B29DI,usha heat convector 812 t 2000-watt with instant heating feature (black),home&kitchen,"heating,cooling&airquality",34.18,25.3,26.0,3.8,1558.0
B00H3H03Q4,hul pureit germkill kit for classic 23 l water purifier - 3000 l capacity,home&kitchen,kitchen&homeappliances,12.92,12.92,0.0,4.2,13250.0
B00H47GVGY,"usha quartz room heater with overheating protection (3002, ivory, 800 watts)",home&kitchen,"heating,cooling&airquality",19.38,13.76,29.0,3.6,13300.0
B00HVXS7WC,"bajaj rex 500w mixer grinder with nutri-pro feature, 3 jars, white",home&kitchen,kitchen&homeappliances,36.7,22.75,38.0,4.2,41349.0
B00HZIOGXW,crompton ihl 152 1500-watt immersion water heater with copper heating element (black),home&kitchen,"heating,cooling&airquality",9.43,6.98,26.0,4.1,13165.0
B00J4YG0PC,"classmate long notebook - 140 pages, single line, 297mm x 210mm (pack of 12)",officeproducts,officepaperproducts,8.23,6.42,22.0,4.4,3182.0
B00J5DYCCA,havells ventil air dsp 230mm exhaust fan (pista green),home&kitchen,"heating,cooling&airquality",21.61,15.99,26.0,4.0,8031.0
B00JBNZPFM,"karcher wd3 eu wet and dry vacuum cleaner, 1000 watts powerful suction, 17 l capacity, blower function, easy filter removal for home and garden cleaning  (yellow/black)",home&kitchen,kitchen&homeappliances,125.74,70.42,44.0,4.2,10429.0
B00K32PEW4,"casio mj-120d 150 steps check and correct desktop calculator with tax keys, black",officeproducts,officeelectronics,6.12,6.12,0.0,4.4,4426.0
B00K57MR22,"sujata dynamix dx mixer grinder, 900w, 3 jars (white)",home&kitchen,kitchen&homeappliances,96.92,69.78,28.0,4.6,6550.0
B00KIDSU8S,havells ventil air dx 200mm exhaust fan (white),home&kitchen,"heating,cooling&airquality",26.98,22.93,15.0,4.2,7801.0
B00KIE28X0,"camel artist acrylic color box - 9ml tubes, 12 shades",home&kitchen,craftmaterials,3.54,3.54,0.0,4.5,5882.0
B00KRCBA6E,maharaja whiteline lava neo 1200-watts halogen heater (white and red),home&kitchen,"heating,cooling&airquality",57.16,28.58,50.0,3.8,1889.0
B00KXULGJQ,"tp-link ac750 wifi range extender | up to 750mbps | dual band wifi extender, repeater, wifi signal booster, access point| easy set-up | extends wifi to smart home & alexa devices (re200)",computers&accessories,networkingdevices,62.87,21.37,66.0,4.2,49551.0
B00LHZW3XY,"luxor 5 subject single ruled notebook - a5 size, 70 gsm, 300 pages",officeproducts,officepaperproducts,2.06,1.42,31.0,4.4,8053.0
B00LHZWD0C,"luxor 5 subject single ruled notebook - a4, 70 gsm, 300 pages",officeproducts,officepaperproducts,3.6,2.88,20.0,4.5,3785.0
B00LM4W1N2,parker classic gold gold trim ball pen,officeproducts,officepaperproducts,6.86,5.49,20.0,4.3,5719.0
B00LM4X0KU,"parker quink ink bottle, blue",officeproducts,officepaperproducts,1.14,1.14,0.0,4.3,3095.0
B00LM4X3XE,parker quink ink bottle (black),officeproducts,officepaperproducts,1.14,1.03,10.0,4.3,3061.0
B00LOD70SC,pilot v7 liquid ink roller ball pen (2 blue + 1 black),officeproducts,officepaperproducts,2.4,2.04,15.0,4.3,2450.0
B00LP9RFSU,"eureka forbes aquasure amrit twin cartridge (pack of 2), white",home&kitchen,kitchen&homeappliances,9.43,9.43,0.0,4.0,3246.0
B00LUGTJGO,bajaj rhx-2 800-watt room heater (white),home&kitchen,"heating,cooling&airquality",17.71,15.94,10.0,3.9,2602.0
B00LVMTA2A,panasonic cr-2032/5be lithium coin battery - pack of 5,electronics,generalpurposebatteries&batterychargers,2.86,2.57,10.0,4.4,26556.0
B00LXTFMRS,"pidilite fevicryl acrylic colours sunflower kit (10 colors x 15 ml) diy paint, rich pigment, non-craking paint for canvas, wood, leather, earthenware, metal, diwali gifts for diwali",home&kitchen,craftmaterials,2.57,2.19,15.0,4.4,7203.0
B00LY12TH6,camel oil pastel with reusable plastic box - 50 shades,home&kitchen,craftmaterials,2.63,2.63,0.0,4.5,9427.0
B00LY17RHI,camlin elegante fountain pen - black/blue/red,officeproducts,officepaperproducts,2.57,2.57,0.0,4.1,4798.0
B00LY1FN1K,"camel fabrica acrylic ultra color - 15ml each, 10 shades",home&kitchen,craftmaterials,2.63,2.29,13.0,4.4,10170.0
B00LZLPYHW,"classmate 2100117 soft cover 6 subject spiral binding notebook, single line, 300 pages",officeproducts,officepaperproducts,1.83,1.57,14.0,4.4,6537.0
B00LZLQ624,"classmate soft cover 6 subject spiral binding notebook, single line, 300 pages",officeproducts,officepaperproducts,1.83,1.79,2.0,4.5,8618.0
B00LZPQVMK,parker vector standard chrome trim ball pen (ink - black),officeproducts,officepaperproducts,3.66,3.11,15.0,4.0,3686.0
B00MFPCY5C,gizga essentials universal silicone keyboard protector skin for 15.6-inches laptop (5 x 6 x 3 inches),computers&accessories,accessories&peripherals,3.42,0.44,87.0,3.5,15233.0
B00MUTWLW4,"logitech k480 wireless multi-device keyboard for windows, macos, ipados, android or chrome os, bluetooth, compact, compatible with pc, mac, laptop, smartphone, tablet - black",computers&accessories,accessories&peripherals,37.67,29.76,21.0,4.4,22618.0
B00N1U7JXM,"3m post-it sticky note cube, 200 sheets (4 colors x 50 sheets) | 3"" x 3"" size | for notes, reminders, study, school and organizing",officeproducts,officepaperproducts,2.0,1.02,49.0,4.4,7429.0
B00N1U9AJS,"3m scotch double sided heavy duty tape(1m holds 4.5kgs) for indoor hanging applications (photo frames, mirrors, key holders, car interiors, extension boards, wall decoration, etc)(l: 3m, w: 24mm)",home&kitchen,craftmaterials,1.89,1.49,21.0,3.9,14778.0
B00N3XLDW0,envie ecr-20 charger for aa & aaa rechargeable batteries,electronics,cameras&photography,4.57,3.43,25.0,3.8,40895.0
B00NFD0ETQ,"logitech g402 hyperion fury usb wired gaming mouse, 4,000 dpi, lightweight, 8 programmable buttons, compatible for pc/mac - black",computers&accessories,accessories&peripherals,33.1,22.84,31.0,4.6,10760.0
B00NH11KIK,"amazonbasics usb 2.0 cable - a-male to b-male - for personal computer, printer- 6 feet (1.8 meters), black",computers&accessories,accessories&peripherals,7.95,2.38,70.0,4.5,107686.5
B00NH11PEY,"amazonbasics usb 2.0 - a-male to a-female extension cable for personal computer, printer (black, 9.8 feet/3 meters)",computers&accessories,accessories&peripherals,8.57,2.32,73.0,4.5,74976.0
B00NH12R1O,"amazon basics usb 3.0 cable - a male to micro b - 6 feet (1.8 meters), black",computers&accessories,accessories&peripherals,5.54,3.44,38.0,4.3,10911.0
B00NH13Q8W,"amazonbasics usb 2.0 extension cable for personal computer, printer, 2-pack - a-male to a-female - 3.3 feet (1 meter, black)",computers&accessories,accessories&peripherals,9.15,3.38,63.0,4.5,74977.0
B00NM6MO26,prestige pic 16.0+ 1900w induction cooktop with soft touch push buttons (black),home&kitchen,kitchen&homeappliances,45.1,30.67,32.0,4.0,15034.0
B00NNQMYNE,"aircase rugged hard drive case for 2.5-inch western digital, seagate, toshiba, portable storage shell for gadget hard disk usb cable power bank mobile charger earphone, waterproof (black)",computers&accessories,accessories&peripherals,5.7,3.42,40.0,4.5,21010.0
B00NW4UWN6,prestige pkgss 1.7l 1500w electric kettle (stainless steel),home&kitchen,kitchen&homeappliances,15.38,11.99,22.0,3.8,15592.0
B00O24PUO6,orpat oeh-1260 2000-watt fan heater (grey),home&kitchen,"heating,cooling&airquality",18.86,16.79,11.0,4.1,14120.0
B00O2R38C4,"luminous vento deluxe 150 mm exhaust fan for kitchen, bathroom with strong air suction, rust proof body and dust protection shutters (2-year warranty, white)",home&kitchen,"heating,cooling&airquality",17.03,11.41,33.0,4.1,12999.0
B00OFM6PEO,"storite usb extension cable usb 3.0 male to female extension cable high speed 5gbps extension cable data transfer for keyboard, mouse, flash drive, hard drive, printer and more- 1.5m - blue",computers&accessories,accessories&peripherals,9.13,3.38,63.0,4.3,1902.0
B00P0R95EA,usha ih2415 1500-watt immersion heater (silver),home&kitchen,"heating,cooling&airquality",7.32,5.85,20.0,4.1,7229.0
B00P93X0VO,"classmate pulse 6 subject notebook - unruled, 300 pages, spiral binding, 240mm*180mm",officeproducts,officepaperproducts,1.37,1.3,5.0,4.2,8938.0
B00P93X2H6,"classmate pulse spiral notebook - 240 mm x 180 mm, soft cover, 200 pages, unruled",officeproducts,officepaperproducts,0.86,0.76,11.0,4.1,1269.0
B00P93X6EK,"classmate soft cover 6 subject spiral binding notebook, unruled, 300 pages",officeproducts,officepaperproducts,1.83,1.79,2.0,4.5,4428.0
B00PVT30YI,"kitchen mart stainless steel south indian filter coffee drip maker, madras kappi, drip decotion maker160ml (2 cup)",home&kitchen,kitchen&homeappliances,5.7,3.37,41.0,4.1,4238.0
B00R1P3B4O,fujifilm instax mini single pack 10 sheets instant film for fuji instant cameras,electronics,cameras&photography,6.28,6.28,0.0,4.5,4875.0
B00RFWNJMC,airtel digitaltv dth remote sd/hd/hd recording compatible for television (shining black ),electronics,"hometheater,tv&video",5.7,2.22,61.0,3.7,1383.0
B00RGLI0ZS,"amkette 30 pin to usb charging & data sync cable for iphone 3g/3gs/4/4s/ipad 1/2/3, ipod nano 5th/6th gen and ipod touch 3rd/4th gen -1.5m (black)",computers&accessories,accessories&peripherals,6.85,5.14,25.0,4.0,3231.0
B00S2SEV7K,"pilot frixion clicker roller pen (blue), (9000019529)",officeproducts,officepaperproducts,1.14,1.03,10.0,4.1,6199.0
B00S9BSJC8,philips viva collection hr1832/00 1.5-litre400-watt juicer (ink black),home&kitchen,kitchen&homeappliances,102.83,74.04,28.0,4.3,2810.0
B00SH18114,"ikea 903.391.72 polypropylene plastic solid bevara sealing clip (multicolour) - 30 pack, adjustable",home&kitchen,kitchen&homeappliances,3.42,1.85,46.0,4.6,2781.0
B00SMFPJG0,"kent gold, optima, gold+ spare kit",home&kitchen,kitchen&homeappliances,7.66,7.43,3.0,4.1,7786.0
B00SMJPA9C,"bajaj dx-2 600w dry iron with advance soleplate and anti-bacterial german coating technology, grey",home&kitchen,kitchen&homeappliances,10.75,5.7,47.0,4.1,3036.0
B00TDD0YM4,"philips gc026/30 fabric shaver, lint remover for woolen sweaters, blankets, jackets/burr remover pill remover from carpets, curtains (white)",home&kitchen,kitchen&homeappliances,19.38,17.05,12.0,4.4,3543.0
B00TI8E7BI,philips hd9306/06 1.5-litre electric kettle (multicolor),home&kitchen,kitchen&homeappliances,30.81,30.81,0.0,4.4,2518.0
B00UGZWM2I,coi note pad/memo book with sticky notes & clip holder with pen for gifting,officeproducts,officepaperproducts,9.15,2.29,75.0,4.1,9344.0
B00URH5E34,inventis 5v 1.2w portable flexible usb led light lamp (colors may vary),computers&accessories,accessories&peripherals,0.45,0.45,0.0,3.6,13572.0
B00V4BGDKU,tp-link ue300 usb 3.0 to rj45 gigabit ethernet network adapter - plug and play,computers&accessories,networkingdevices,21.71,12.59,42.0,4.5,22420.0
B00V9NHDI4,"eureka forbes trendy zip 1000 watts powerful suction vacuum cleaner with resuable dust bag & 5 accessories,1 year warrantycompact,light weight & easy to use (black)",home&kitchen,kitchen&homeappliances,43.43,32.14,26.0,3.9,32931.0
B00VA7YYUO,apsara platinum pencils value pack - pack of 20,home&kitchen,craftmaterials,1.13,1.13,0.0,4.3,5036.0
B00W56GLOQ,"wonderchef nutri-blend mixer, grinder & blender | powerful 400w 22000 rpm motor | stainless steel blades | 2 unbreakable jars | 2 years warranty | online recipe book by chef sanjeev kapoor | black",home&kitchen,kitchen&homeappliances,57.16,30.87,46.0,4.0,26164.0
B00Y4ORQ46,logitech h111 wired on ear headphones with mic black,electronics,"headphones,earbuds&accessories",9.09,8.54,6.0,4.0,13797.0
B00YMJ0OI8,prestige pic 20 1600 watt induction cooktop with push button (black),home&kitchen,kitchen&homeappliances,41.67,24.59,41.0,4.1,31388.0
B00YQLG7GK,"philips hl1655/00 hand blender, white jar 250w",home&kitchen,kitchen&homeappliances,19.38,19.38,0.0,4.2,14290.0
B00ZRBWPA0,eveready red 1012 aaa batteries - pack of 10,electronics,generalpurposebatteries&batterychargers,2.06,1.81,12.0,4.3,989.0
B00ZYLMQH0,dell kb216 wired multimedia usb keyboard with super quite plunger keys with spill-resistant – black,computers&accessories,accessories&peripherals,20.57,6.38,69.0,4.3,28829.0
B0116MIKKC,goldmedal curve plus 202042 plastic spice 3-pin 240v universal travel adaptor (white),electronics,mobiles&accessories,1.95,1.13,42.0,4.5,11339.0
B0117H7GZ6,generic ultra-mini bluetooth csr 4.0 usb dongle adapter for windows computer ( black:golden),computers&accessories,networkingdevices,4.56,2.83,38.0,3.4,4642.0
B0123P3PWE,rico irpro 1500 watt japanese technology electric water heater immersion rod shockproof protection & stainless steel heating element for instant heating| isi certified 1 year replacement warranty,home&kitchen,"heating,cooling&airquality",12.29,11.43,7.0,4.1,9275.0
B012ELCYUG,"preethi mga-502 0.4-litre grind and store jar (white), stainless steel, set of 1",home&kitchen,kitchen&homeappliances,7.26,7.26,0.0,4.3,4570.0
B012MQS060,"logitech mk215 wireless keyboard and mouse combo for windows, 2.4 ghz wireless, compact design, 2-year battery life(keyboard),5 month battery life(mouse) pc/laptop- black",computers&accessories,accessories&peripherals,20.52,14.78,28.0,4.1,25771.0
B013B2WGT6,"healthsense chef-mate ks 33 digital kitchen weighing scale & food weight machine for health, fitness, home baking & cooking with free bowl, 1 year warranty & batteries included",home&kitchen,kitchen&homeappliances,21.71,12.59,42.0,4.3,15276.0
B0141EZMAI,"gizga essentials usb wifi adapter for pc, 150 mbps wireless network adapter for desktop - nano size wifi dongle compatible with windows, mac os & linux kernel | wpa/wpa2 encryption standards| black",computers&accessories,networkingdevices,9.15,3.11,66.0,3.6,10134.0
B01486F4G6,borosil jumbo 1000-watt grill sandwich maker (black),home&kitchen,kitchen&homeappliances,42.19,32.9,22.0,4.3,6987.0
B0148NPH9I,"logitech k380 wireless multi-device keyboard for windows, apple ios, apple tv android or chrome, bluetooth, compact space-saving design, pc/mac/laptop/smartphone/tablet (dark grey)",computers&accessories,accessories&peripherals,36.53,30.32,17.0,4.5,16146.0
B014HDJ7ZE,"bajaj majesty duetto gas 6 ltr vertical water heater ( lpg), white",home&kitchen,"heating,cooling&airquality",85.11,61.28,28.0,3.9,3584.0
B014I8SSD0,"amazon basics high-speed hdmi cable, 6 feet - supports ethernet, 3d, 4k video,black",electronics,"hometheater,tv&video",5.43,3.53,35.0,4.4,426973.0
B014I8SX4Y,"amazon basics high-speed hdmi cable, 6 feet (2-pack),black",electronics,"hometheater,tv&video",16.01,3.52,78.0,4.4,426973.0
B014SZO90Y,"duracell ultra alkaline aa battery, 8 pcs",electronics,generalpurposebatteries&batterychargers,3.6,3.02,16.0,4.5,28030.0
B014SZPBM4,"duracell ultra alkaline d battery, 2 pcs",electronics,generalpurposebatteries&batterychargers,4.57,4.34,5.0,4.4,2111.0
B015GX9Y0W,"lifelong llwm105 750-watt belgian waffle maker for home| makes 2 square shape waffles| non-stick plates| easy to use with indicator lights (1 year warranty, black)",home&kitchen,kitchen&homeappliances,27.44,13.72,50.0,3.9,1202.0
B015OW3M1W,amazonbasics 6-feet displayport (not usb port) to hdmi cable black,electronics,"hometheater,tv&video",19.43,9.13,53.0,4.1,28638.0
B015ZXUDD0,"duracell rechargeable aa 1300mah batteries, 4pcs",electronics,generalpurposebatteries&batterychargers,6.85,5.48,20.0,4.3,11687.0
B0162K34H2,"boat ltg 500 apple mfi certified for iphone, ipad and ipod 2mtr data cable(space grey)",computers&accessories,accessories&peripherals,11.42,9.71,15.0,4.1,6736.0
B0162LYSFS,"boat ltg 500 apple mfi certified for iphone, ipad and ipod 2mtr data cable(metallic silver)",computers&accessories,accessories&peripherals,20.0,9.2,54.0,4.1,5626.0
B016MDK4F4,technotech high speed hdmi cable 5 meter v1.4 - supports full hd 1080p (color may vary),electronics,"hometheater,tv&video",5.7,2.11,63.0,4.2,25.0
B016XVRKZM,"apc back-ups bx600c-in 600va / 360w, 230v, ups system, an ideal power backup & protection for home office, desktop pc & home electronics",computers&accessories,accessories&peripherals,46.87,37.5,20.0,3.9,15783.0
B017NC2IPM,"resonate routerups cru12v2a | zero drop | ups for wifi router | mini ups | up to 4 hours powerbackup | battery replacement program | router ups compatible with 12v <2a routers, ftth, modem, set top box, alexa, mini camera",computers&accessories,networkingdevices,33.28,20.63,38.0,4.3,20342.0
B017PDR9N0,"gizga essentials portable tabletop tablet stand mobile holder, desktop stand, cradle, dock for ipad, smartphone, kindle, e-reader, fully foldable, adjustable angle, anti-slip pads, black",computers&accessories,accessories&peripherals,5.7,1.71,70.0,4.1,25607.0
B0187F2IOK,"bajaj hm-01 powerful 250w hand mixer, black",home&kitchen,kitchen&homeappliances,25.14,17.09,32.0,4.4,6531.0
B0188KPKB2,"preethi blue leaf diamond mg-214 mixer grinder 750 watt (blue/white), 3 jars & flexi lid, fbt motor with 2yr guarantee & lifelong free service",home&kitchen,kitchen&homeappliances,108.09,41.08,62.0,4.1,11828.0
B01892MIPA,ao smith hse-vas-x-015 storage 15 litre vertical water heater (geyser) white 4 star,home&kitchen,"heating,cooling&airquality",124.61,83.49,33.0,4.2,11957.0
B018SJJ0GE,libra roti maker electric automatic | chapati maker electric automatic | roti maker machine with 900 watts for making roti/chapati/parathas - stainless steel,home&kitchen,kitchen&homeappliances,34.29,22.97,33.0,4.4,388.0
B01C8P29N0,"bajaj dx-6 1000w dry iron with advance soleplate and anti-bacterial german coating technology, white",home&kitchen,kitchen&homeappliances,16.01,7.2,55.0,4.2,23316.0
B01C8P29T4,"bajaj majesty dx-11 1000w dry iron with advance soleplate and anti-bacterial german coating technology, white and blue",home&kitchen,kitchen&homeappliances,8.97,6.82,24.0,4.2,24247.0
B01CS4A5V4,monitor ac stand/heavy duty air conditioner outdoor unit mounting bracket,home&kitchen,"heating,cooling&airquality",19.32,7.92,59.0,4.1,3524.0
